Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Revenue,Operating Profit,Sales Method
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,54,233,1258,717,Online
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,56,233,1305,822,Online
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,53,233,1235,580,Online
West Gear,West,Oregon,Portland,Men's Athletic Footwear,76,233,1771,868,Online
Foot Locker,West,Idaho,Boise,Men's Street Footwear,54,233,1258,679,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,44,233,1025,420,Online
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,50,233,1165,583,Online
Walmart,South,Texas,Houston,Women's Apparel,43,233,1002,541,Outlet
West Gear,West,California,San Francisco,Women's Apparel,36,233,839,176,Outlet
West Gear,West,California,San Francisco,Men's Athletic Footwear,51,233,1188,321,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,35,233,816,343,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,13,233,303,115,Outlet
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,48,233,1118,492,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,29,233,676,345,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,35,233,816,,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,27,233,629,346,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,39,233,909,491,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,37,233,862,319,Outlet
Sports Direct,Southeast,Virginia,Richmond,Men's Street Footwear,23,233,536,279,Outlet
West Gear,West,Oregon,Portland,Men's Athletic Footwear,56,233,1305,522,Outlet
West Gear,West,Idaho,Boise,Men's Street Footwear,31,233,722,274,Outlet
Foot Locker,West,Idaho,Boise,Men's Street Footwear,38,233,885,,Outlet
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,43,233,1002,451,Outlet
Walmart,South,Texas,Houston,Women's Apparel,39,232,905,552,Online
Walmart,South,Texas,Houston,Women's Street Footwear,37,232,858,421,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,51,232,1183,426,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,42,232,974,614,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,52,232,1206,724,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,49,232,1137,603,Online
Sports Direct,South,Texas,Houston,Women's Street Footwear,24,232,557,206,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,34,232,789,347,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,44,232,1021,255,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,38,232,882,406,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,40,232,928,622,Outlet
Foot Locker,West,Idaho,Boise,Women's Apparel,47,232,1090,665,Outlet
Walmart,South,Mississippi,Jackson,Men's Street Footwear,40,232,928,408,Outlet
Foot Locker,Northeast,New York,New York,Men's Apparel,58,231,1340,576,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,49,231,1132,566,Online
Sports Direct,South,Texas,Dallas,Men's Street Footwear,41,231,947,492,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,56,231,1294,673,Online
West Gear,Southeast,Florida,Miami,Women's Street Footwear,53,231,1224,453,Online
West Gear,West,Idaho,Boise,Women's Apparel,55,231,1271,775,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,50,231,1155,462,Online
Sports Direct,Southeast,South Carolina,Charleston,Men's Street Footwear,33,231,762,381,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,1548,929,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,54,231,1247,798,Online
Amazon,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,231,739,370,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,27,231,624,324,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,70,231,1617,809,Online
Sports Direct,South,Texas,Houston,Women's Apparel,26,231,601,330,Outlet
West Gear,West,California,San Francisco,Men's Athletic Footwear,39,231,901,207,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,39,231,901,414,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,13,231,300,120,Outlet
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,62,231,1432,473,Outlet
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,46,231,1063,340,Outlet
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,82,231,1894,701,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,29,231,670,308,Outlet
West Gear,West,Oregon,Portland,Women's Apparel,74,231,1709,564,Outlet
Foot Locker,Northeast,New York,New York,Men's Apparel,59,230,1357,570,Online
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,46,230,1058,508,Online
West Gear,West,California,San Francisco,Men's Street Footwear,49,230,1127,507,Online
Foot Locker,West,Washington,Seattle,Women's Street Footwear,34,230,782,305,Online
Walmart,South,Texas,Houston,Women's Athletic Footwear,36,230,828,414,Outlet
Kohl's,West,California,Los Angeles,Men's Apparel,43,230,989,613,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,19,230,437,140,Outlet
Sports Direct,West,Idaho,Boise,Men's Street Footwear,41,230,943,434,Outlet
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,41,230,943,396,Outlet
West Gear,West,California,San Francisco,Men's Street Footwear,56,228,1277,600,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,48,228,1094,700,Online
Sports Direct,Southeast,South Carolina,Charleston,Women's Apparel,68,228,1550,930,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,61,228,1391,695,Online
Sports Direct,South,Texas,Houston,Women's Apparel,29,228,661,364,Outlet
Walmart,South,Texas,Houston,Men's Apparel,35,228,798,271,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,42,228,958,402,Outlet
West Gear,West,California,San Francisco,Men's Apparel,51,228,1163,547,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,36,228,821,230,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,29,228,661,264,Outlet
Sports Direct,South,Texas,Dallas,Women's Street Footwear,51,228,1163,512,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,35,228,798,407,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,20,228,456,196,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,27,228,616,265,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,23,228,524,236,Outlet
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,26,228,593,273,Outlet
Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,7875,2756,Outlet
Foot Locker,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,9000,3150,Outlet
Foot Locker,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,9000,3600,Outlet
Foot Locker,South,Texas,Dallas,Women's Street Footwear,35,225,7875,3150,Outlet
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Apparel,35,225,7875,3544,In-store
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,Outlet
Foot Locker,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,Outlet
Foot Locker,South,Tennessee,Knoxville,Men's Athletic Footwear,35,225,7875,2756,Outlet
Foot Locker,South,Tennessee,Knoxville,Women's Street Footwear,25,225,5625,1969,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Women's Apparel,35,225,7875,3938,Outlet
Foot Locker,Midwest,Nebraska,Omaha,Women's Street Footwear,35,225,7875,2756,Outlet
Amazon,Northeast,Maine,Portland,Women's Apparel,40,225,9000,3600,Outlet
Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,40,225,9000,3150,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,30,225,6750,2700,In-store
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,225,5625,2250,In-store
Foot Locker,Midwest,Missouri,St. Louis,Men's Apparel,35,225,7875,2756,In-store
West Gear,South,Louisiana,New Orleans,Men's Apparel,40,225,9000,4050,In-store
Foot Locker,West,Arizona,Phoenix,Women's Athletic Footwear,40,225,9000,3150,Online
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,30,225,6750,2700,Online
Amazon,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,225,9000,3600,Online
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,35,225,7875,3150,Online
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,4500,1800,Online
West Gear,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,4500,1800,Online
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,225,5625,1969,Online
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,225,3375,1350,Online
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,225,7875,3150,Online
West Gear,South,Oklahoma,Oklahoma City,Women's Street Footwear,20,225,4500,1800,Online
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,35,225,7875,2756,Online
Kohl's,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,225,4500,1575,Online
Kohl's,Midwest,Kansas,Wichita,Women's Athletic Footwear,15,225,3375,1181,Online
Kohl's,Midwest,Kansas,Wichita,Men's Apparel,25,225,5625,1969,Online
Foot Locker,Midwest,Kansas,Wichita,Women's Street Footwear,30,225,6750,2025,Online
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30,225,6750,2025,Online
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Apparel,40,225,9000,3600,Online
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40,225,9000,2700,Online
Foot Locker,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40,225,9000,2700,Online
Sports Direct,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25,225,5625,1688,Online
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,20,225,4500,1350,Online
Sports Direct,Midwest,North Dakota,Fargo,Women's Apparel,30,225,6750,2700,Online
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,40,225,9000,2700,In-store
Sports Direct,Midwest,North Dakota,Fargo,Women's Street Footwear,40,225,9000,2700,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,10,225,2250,675,In-store
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,40,225,9000,3150,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,40,225,9000,2700,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Street Footwear,40,225,9000,2700,In-store
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,40,225,9000,3600,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,225,2250,675,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,20,225,4500,1800,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,9000,2700,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,9000,2700,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,225,7875,2756,In-store
West Gear,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,225,7875,2363,In-store
West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,25,225,5625,2250,In-store
West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,35,225,7875,2756,In-store
West Gear,Midwest,Indiana,Indianapolis,Women's Street Footwear,40,225,9000,3150,In-store
West Gear,Midwest,Indiana,Indianapolis,Women's Apparel,40,225,9000,3600,In-store
West Gear,Northeast,West Virginia,Charleston,Men's Apparel,40,225,9000,3600,In-store
West Gear,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25,225,5625,2250,In-store
West Gear,Northeast,West Virginia,Charleston,Men's Apparel,35,225,7875,3150,In-store
Foot Locker,Northeast,West Virginia,Charleston,Men's Athletic Footwear,35,225,7875,2756,In-store
Foot Locker,Northeast,West Virginia,Charleston,Women's Street Footwear,25,225,5625,1969,In-store
Foot Locker,Northeast,West Virginia,Charleston,Women's Apparel,35,225,7875,2363,In-store
West Gear,Northeast,Maryland,Baltimore,Women's Apparel,35,225,7875,2363,In-store
Foot Locker,Northeast,Maryland,Baltimore,Men's Athletic Footwear,40,225,9000,3150,In-store
Foot Locker,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40,225,9000,3150,In-store
Foot Locker,Northeast,Delaware,Wilmington,Women's Street Footwear,30,225,6750,2700,In-store
Kohl's,Northeast,Delaware,Wilmington,Women's Street Footwear,25,225,5625,2250,In-store
Kohl's,Northeast,New Jersey,Newark,Women's Street Footwear,25,225,5625,2250,In-store
Kohl's,Northeast,New Jersey,Newark,Women's Apparel,35,225,7875,3150,In-store
Sports Direct,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,225,9000,3600,In-store
Foot Locker,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35,225,7875,2756,In-store
Foot Locker,Northeast,Connecticut,Hartford,Women's Street Footwear,25,225,5625,2250,In-store
Foot Locker,Northeast,Connecticut,Hartford,Women's Apparel,35,225,7875,3150,In-store
Foot Locker,Northeast,Rhode Island,Providence,Women's Apparel,35,225,7875,3150,In-store
Foot Locker,Northeast,Rhode Island,Providence,Women's Street Footwear,40,225,9000,3600,In-store
Amazon,Northeast,Vermont,Burlington,Women's Street Footwear,35,225,7875,2756,In-store
Walmart,Northeast,New York,New York,Women's Athletic Footwear,54,225,1215,559,Online
Sports Direct,Northeast,New York,New York,Men's Athletic Footwear,34,225,765,375,Online
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,38,225,855,385,Online
Walmart,South,Texas,Houston,Women's Street Footwear,33,225,743,356,Online
Walmart,South,Texas,Houston,Women's Apparel,46,225,1035,673,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,64,225,1440,518,Online
West Gear,West,California,San Francisco,Women's Street Footwear,52,225,1170,468,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,34,225,765,405,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,47,225,1058,370,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,49,225,1103,562,Online
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,42,225,945,454,Online
Foot Locker,Southeast,Florida,Miami,Women's Apparel,42,225,945,605,Online
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,57,225,1283,590,Online
Foot Locker,Southeast,Florida,Miami,Men's Apparel,52,225,1170,527,Online
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,41,225,923,341,Online
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,61,225,1373,1016,Online
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,38,225,855,522,Online
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,58,225,1305,835,Online
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,88,225,1980,792,Online
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,60,225,1350,635,Online
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,74,225,1665,749,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,57,225,1283,770,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,49,225,1103,673,Online
West Gear,West,Oregon,Portland,Men's Street Footwear,51,225,1148,562,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,51,225,1148,528,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,56,225,1260,819,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,53,225,1193,501,Online
Sports Direct,Southeast,South Carolina,Charleston,Men's Apparel,66,225,1485,668,Online
Amazon,Southeast,North Carolina,Charlotte,Women's Apparel,69,225,1553,1009,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,50,225,1125,608,Online
Foot Locker,Southeast,Kentucky,Louisville,Men's Street Footwear,28,225,630,328,Online
West Gear,West,California,San Francisco,Women's Street Footwear,46,225,1035,455,Outlet
West Gear,West,California,San Francisco,Women's Apparel,58,225,1305,300,Outlet
West Gear,West,California,San Francisco,Men's Apparel,43,225,968,464,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,35,225,788,236,Outlet
Sports Direct,South,Texas,Dallas,Men's Street Footwear,31,225,698,300,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,49,225,1103,695,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,30,225,675,324,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Apparel,56,225,1260,907,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,54,225,1215,498,Outlet
West Gear,West,Oregon,Portland,Men's Street Footwear,51,225,1148,482,Outlet
Kohl's,West,California,Los Angeles,Men's Street Footwear,49,224,1098,549,Online
Sports Direct,South,Texas,Dallas,Women's Apparel,43,224,963,626,Online
Sports Direct,South,Texas,Dallas,Men's Street Footwear,41,224,918,413,Online
Sports Direct,Southeast,Florida,Miami,Men's Athletic Footwear,49,224,1098,527,Online
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,46,224,1030,381,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,52,224,1165,711,Online
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,34,224,762,396,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,224,1299,650,Online
Sports Direct,South,Texas,Houston,Women's Apparel,25,224,560,314,Outlet
Sports Direct,South,Texas,Houston,Women's Street Footwear,23,224,515,216,Outlet
Walmart,South,Texas,Houston,Women's Athletic Footwear,28,224,627,326,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,41,224,918,377,Outlet
West Gear,West,California,San Francisco,Women's Apparel,46,224,1030,124,Outlet
Kohl's,West,California,San Francisco,Men's Street Footwear,26,224,582,250,Outlet
Kohl's,West,California,San Francisco,Men's Athletic Footwear,35,224,784,235,Outlet
Kohl's,West,California,Los Angeles,Men's Apparel,38,,851,511,Outlet
Kohl's,West,California,Los Angeles,Women's Apparel,51,224,1142,263,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,35,224,784,314,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,7,224,,74,Outlet
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,53,224,1187,344,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,224,1344,511,Outlet
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,55,224,1232,554,Outlet
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,,224,784,368,Outlet
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,37,224,829,323,Outlet
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,40,,896,332,Outlet
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,49,224,1098,461,Outlet
West Gear,West,California,San Francisco,Men's Street Footwear,37,223,,413,Online
Sports Direct,South,Texas,Dallas,Men's Street Footwear,59,223,1316,710,Online
Sports Direct,Southeast,Florida,Miami,Women's Apparel,55,,1227,773,Online
Sports Direct,Southeast,Florida,Miami,Women's Apparel,59,223,1316,855,Online
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,52,223,1160,812,Online
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,61,223,1360,612,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,48,223,1070,514,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,42,223,937,290,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,33,223,736,309,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,36,223,803,305,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,35,223,781,359,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,21,223,468,229,Outlet
Foot Locker,South,Louisiana,New Orleans,Men's Street Footwear,14,223,312,106,Outlet
Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,28,223,624,268,Outlet
Foot Locker,West,Idaho,Boise,Women's Street Footwear,47,223,1048,461,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39,223,870,409,Outlet
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,20,223,446,205,Outlet
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,19,223,424,186,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,51,221,1127,451,Online
Foot Locker,West,Washington,Seattle,Men's Athletic Footwear,41,221,906,444,Online
Foot Locker,Southeast,Florida,Miami,Women's Apparel,41,221,906,589,Online
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,58,221,1282,654,Online
Walmart,South,Texas,Houston,Men's Apparel,29,221,641,205,Outlet
West Gear,West,California,San Francisco,Men's Apparel,50,221,1105,519,Outlet
Kohl's,West,California,Los Angeles,Women's Street Footwear,33,221,729,335,Outlet
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,34,221,751,225,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,33,221,729,306,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,20,221,442,190,Outlet
West Gear,Southeast,Florida,Orlando,Men's Athletic Footwear,36,221,796,318,Outlet
West Gear,Southeast,Florida,Orlando,Women's Apparel,35,221,774,425,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,45,221,995,408,Outlet
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,34,221,751,278,Outlet
West Gear,West,Oregon,Portland,Women's Street Footwear,,,,613,Outlet
West Gear,South,Louisiana,New Orleans,Men's Apparel,73,221,1613,791,Outlet
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,35,221,774,333,Outlet
Foot Locker,Midwest,Kansas,Wichita,Women's Street Footwear,25,220,,1925,Online
West Gear,Midwest,Iowa,Des Moines,Women's Street Footwear,35,220,,2310,In-store
West Gear,West,California,San Francisco,Women's Apparel,72,219,1577,552,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,59,219,1292,375,Online
Foot Locker,Southeast,Florida,Miami,Women's Apparel,,,1402,883,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,,,1270,572,Online
West Gear,South,Texas,Houston,Women's Athletic Footwear,35,219,767,276,Outlet
Kohl's,West,California,Los Angeles,Men's Apparel,43,219,942,584,Outlet
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,29,219,635,298,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,23,219,504,196,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,30,219,657,407,Outlet
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,28,219,613,288,Outlet
Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,38,219,832,358,Outlet
Foot Locker,South,Mississippi,Jackson,Women's Apparel,51,219,1117,592,Outlet
West Gear,West,California,San Francisco,Women's Street Footwear,60,218,1308,667,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,55,218,1199,480,Online
West Gear,West,California,San Francisco,Men's Apparel,63,218,1373,797,Online
Kohl's,West,California,Los Angeles,Women's Street Footwear,47,218,1025,533,Online
Kohl's,West,California,Los Angeles,Women's Street Footwear,48,218,1046,534,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,37,218,807,403,Online
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,58,218,1264,670,Online
Foot Locker,Southeast,Florida,Miami,Men's Apparel,53,218,1155,555,Online
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,23,218,501,251,Online
Foot Locker,West,Hawaii,Honolulu,Men's Athletic Footwear,71,218,1548,526,Online
West Gear,Northeast,New York,Albany,Women's Apparel,55,218,1199,719,Online
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,53,218,1155,705,Online
West Gear,Midwest,Missouri,St. Louis,Men's Street Footwear,25,218,545,289,Online
West Gear,West,Oregon,Portland,Men's Athletic Footwear,72,218,1570,738,Online
West Gear,West,Idaho,Boise,Women's Apparel,42,218,916,577,Online
Foot Locker,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39,218,850,391,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47,218,1025,461,Online
Amazon,Southeast,North Carolina,Charlotte,Women's Street Footwear,55,218,1199,611,Online
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,28,218,610,336,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,27,218,589,265,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,16,218,349,171,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,37,218,807,371,Outlet
West Gear,South,Texas,Houston,Women's Street Footwear,46,217,998,449,Online
West Gear,West,California,San Francisco,Women's Apparel,65,217,1411,339,Online
West Gear,West,Washington,Seattle,Men's Street Footwear,80,217,1736,781,In-store
Foot Locker,Southeast,Florida,Miami,Women's Street Footwear,32,217,694,243,In-store
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,47,217,1020,408,In-store
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,36,217,781,398,In-store
West Gear,Northeast,New York,Albany,Men's Street Footwear,56,217,1215,668,In-store
West Gear,West,Idaho,Boise,Men's Street Footwear,48,217,1042,521,In-store
Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,29,,,233,In-store
Walmart,South,Texas,Houston,Men's Apparel,33,217,716,258,In-store
Kohl's,West,California,San Francisco,Women's Street Footwear,,,781,328,In-store
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,47,217,1020,551,In-store
West Gear,West,Oregon,Portland,Men's Athletic Footwear,66,217,1432,587,In-store
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,50,217,1085,456,In-store
Kohl's,West,New Mexico,Albuquerque,Men's Athletic Footwear,47,,,479,In-store
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,43,,,464,In-store
Walmart,South,Texas,Houston,Men's Athletic Footwear,43,216,929,437,Online
Kohl's,West,California,Los Angeles,Men's Street Footwear,32,216,691,346,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,46,216,994,378,Online
Walmart,Southeast,Florida,Orlando,Men's Street Footwear,,,1555,622,Online
Kohl's,Northeast,New York,Albany,Men's Street Footwear,,,842,531,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,34,216,734,448,Online
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,72,216,1555,778,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,34,216,734,477,Online
West Gear,West,California,San Francisco,Men's Athletic Footwear,51,216,1102,275,Outlet
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,47,216,1015,376,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,40,216,864,320,Outlet
Walmart,South,Mississippi,Jackson,Men's Street Footwear,24,216,518,238,Outlet
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,44,216,950,437,Outlet
Foot Locker,Northeast,New York,New York,Men's Apparel,56,215,1204,506,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,54,215,1161,441,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,48,215,1032,557,Online
